Order ID	Order Date	Order Priority	Order Quantity	Unit Price	Sales	Ship Mode	Shipping Cost	Province	Customer Segment	Product Category	Product Sub-Category	Product Container	Ship Date			
32452	18/07/2011	Medium	3	2.87	8.6	Regular Air	0.5	Ontario	Consumer	Office Supplies	Labels	Small Box	7/19/2011			
449	19/07/2011	High	45	7.93	356.7	Regular Air	5.21	Ontario	Corporate	Furniture	Office Furnishings	Small Box	7/21/2011			
2757	19/07/2011	High	42	13.56	569.32	Express Air	3.14	Saskachewan	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	7/20/2011			
2757	19/07/2011	Critical	39	91.14	3554.46	Delivery Truck	74.35	Nunavut	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	7/19/2011			
6947	19/07/2011	Critical	9	57.83	520.49	Regular Air	18.45	Manitoba	Small Business	Furniture	Office Furnishings	Medium Box	7/21/2011			
59044	20/07/2011	Critical	6	3.37	20.19	Regular Air	0.99	Manitoba	Small Business	Office Supplies	Labels	Small Box	7/22/2011			
7142	21/07/2011	Critical	36	3.69	132.86	Regular Air	0.5	Alberta	Corporate	Office Supplies	Labels	Small Box	7/23/2011			
6596	21/07/2011	Low	36	500.78	18028.07	Delivery Truck	28.14	Nova Scotia	Corporate	Technology	Office Machines	Jumbo Drum	7/26/2011			
55845	21/07/2011	Low	29	144.96	4203.88	Delivery Truck	66.27	Alberta	Home Office	Furniture	Bookcases	Jumbo Box	7/25/2011			
54912	21/07/2011	Low	17	6.90	117.33	Regular Air	3.1	Ontario	Small Business	Office Supplies	Paper	Wrap Bag	7/28/2011			
54083	21/07/2011	High	10	270.04	2700.41	Delivery Truck	23.19	Northwest Territories	Home Office	Office Supplies	Appliances	Jumbo Drum	7/23/2011			
41409	21/07/2011	Not Specified	1	18.92	18.92	Regular Air	7.19	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	7/23/2011			
14976	22/07/2011	High	46	5.03	231.35	Regular Air	4.7	New Brunswick	Corporate	Office Supplies	Paper	Small Box	7/24/2011			
28867	22/07/2011	Medium	43	20.16	866.73	Regular Air	6.5	Saskachewan	Corporate	Technology	Computer Peripherals	Small Box	7/23/2011			
28867	22/07/2011	Medium	26	83.45	2169.7525	Regular Air	8.99	Saskachewan	Corporate	Technology	Telephones and Communication	Small Box	7/24/2011			
48288	22/07/2011	Medium	25	132.33	3308.28	Delivery Truck	54.74	British Columbia	Consumer	Furniture	Bookcases	Jumbo Box	7/24/2011			
25536	22/07/2011	Low	19	10.17	193.25	Regular Air	1.09	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	7/22/2011			
28867	22/07/2011	Medium	6	107.07	642.42	Regular Air	19.99	Saskachewan	Corporate	Office Supplies	Paper	Small Box	7/23/2011			
16160	23/07/2011	Critical	50	10.30	514.86	Regular Air	4.5	Ontario	Home Office	Office Supplies	Appliances	Small Box	7/24/2011			
31558	23/07/2011	Low	42	41.99	1763.6	Regular Air	1.99	Northwest Territories	Home Office	Technology	Computer Peripherals	Small Pack	7/23/2011			
5575	23/07/2011	Low	41	6.21	254.69	Regular Air	10.39	Saskachewan	Corporate	Office Supplies	Paper	Small Box	7/23/2011			
47492	23/07/2011	High	22	29.53	649.71	Regular Air	8.65	Ontario	Corporate	Technology	Computer Peripherals	Small Box	7/25/2011			
9792	23/07/2011	Low	14	6.01	84.09	Regular Air	7.78	British Columbia	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	7/23/2011			
29152	23/07/2011	Low	13	7.31	94.99	Regular Air	9.69	Saskachewan	Small Business	Office Supplies	Storage & Organization	Small Box	7/23/2011			
31558	23/07/2011	Low	12	305.94	3671.3	Regular Air	24.49	Northwest Territories	Home Office	Office Supplies	Appliances	Large Box	7/28/2011			
29152	23/07/2011	Low	3	19.54	58.63	Regular Air	1.99	Saskachewan	Small Business	Technology	Computer Peripherals	Small Pack	7/27/2011			
56420	24/07/2011	Low	48	107.05	5138.335	Regular Air	8.08	Alberta	Consumer	Technology	Telephones and Communication	Small Box	7/26/2011			
26851	24/07/2011	High	44	1.67	73.64	Regular Air	1.99	British Columbia	Corporate	Technology	Computer Peripherals	Small Pack	7/26/2011			
56420	24/07/2011	Low	26	5.09	132.23	Regular Air	2.03	Alberta	Consumer	Furniture	Office Furnishings	Wrap Bag	7/26/2011			
56420	24/07/2011	Low	22	109.23	2403.137	Regular Air	8.99	Alberta	Consumer	Technology	Telephones and Communication	Small Box	7/29/2011			
56420	24/07/2011	Low	16	37.34	597.44	Regular Air	4.5	Alberta	Consumer	Office Supplies	Appliances	Small Box	7/28/2011			
46311	25/07/2011	High	44	6.87	302.07	Regular Air	8.4	Saskachewan	Consumer	Office Supplies	Paper	Small Box	7/27/2011			
46311	25/07/2011	High	42	23.37	981.73	Regular Air	3.63	Saskachewan	Consumer	Furniture	Office Furnishings	Small Pack	7/26/2011			
46311	25/07/2011	High	42	29.62	1244.01	Regular Air	1.99	Saskachewan	Consumer	Technology	Computer Peripherals	Small Pack	7/25/2011			
30593	25/07/2011	Critical	41	34.35	1408.34	Regular Air	8.99	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Small Pack	7/28/2011			
15425	25/07/2011	Low	29	99.87	2896.14	Express Air	19.99	Alberta	Home Office	Technology	Computer Peripherals	Small Box	7/29/2011			
30593	25/07/2011	Critical	20	4.88	97.65	Express Air	6.92	Ontario	Small Business	Furniture	Office Furnishings	Small Box	7/27/2011			
39111	25/07/2011	Medium	20	300.22	6004.35	Regular Air	7.18	Yukon	Corporate	Technology	Computer Peripherals	Small Box	7/27/2011			
2306	25/07/2011	High	15	7.57	113.5	Regular Air	6.28	Manitoba	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	7/27/2011			
36516	25/07/2011	Medium	9	98.15	883.37	Regular Air	7.18	Prince Edward Island	Home Office	Technology	Computer Peripherals	Small Box	7/28/2011			
39111	25/07/2011	Medium	1	182.40	182.4	Regular Air	19.99	Yukon	Corporate	Office Supplies	Storage & Organization	Small Box	7/28/2011			
19041	26/07/2011	Low	43	43.02	1849.8	Regular Air	4.62	Yukon	Corporate	Office Supplies	Appliances	Small Box	08/04/2011			
30565	26/07/2011	Medium	32	55.78	1785.02	Express Air	4	Saskachewan	Corporate	Technology	Computer Peripherals	Small Box	7/28/2011			
19041	26/07/2011	Low	3	12.02	36.06	Regular Air	4.5	Yukon	Corporate	Office Supplies	Appliances	Small Box	7/30/2011			
31938	27/07/2011	Medium	47	7.73	363.23	Regular Air	4	British Columbia	Consumer	Furniture	Office Furnishings	Wrap Bag	7/29/2011			
49479	27/07/2011	Medium	46	122.07	5615.4	Delivery Truck	26.3	Manitoba	Consumer	Technology	Office Machines	Jumbo Drum	7/29/2011			
30853	27/07/2011	Medium	40	6.35	254.02	Regular Air	0.5	Saskachewan	Small Business	Office Supplies	Labels	Small Box	7/30/2011			
56768	27/07/2011	Critical	37	3.01	111.39	Regular Air	0.7	Nova Scotia	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	7/29/2011			
31556	27/07/2011	Critical	35	7.70	269.35	Regular Air	3.68	Saskachewan	Consumer	Furniture	Office Furnishings	Wrap Bag	7/28/2011			
52934	27/07/2011	Critical	20	4.61	92.15	Regular Air	0.5	Nova Scotia	Corporate	Office Supplies	Labels	Small Box	7/28/2011			
30853	27/07/2011	Medium	16	2.60	41.52	Regular Air	7.09	Manitoba	Small Business	Office Supplies	Paper	Wrap Bag	7/30/2011			
34725	27/07/2011	Low	14	134.67	1885.41	Regular Air	35	Quebec	Small Business	Office Supplies	Storage & Organization	Large Box	7/29/2011			
31938	27/07/2011	Medium	13	91.82	1193.62	Delivery Truck	42	British Columbia	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	7/28/2011			
56768	27/07/2011	Critical	13	92.85	1207.02	Delivery Truck	14	Quebec	Corporate	Technology	Office Machines	Jumbo Drum	7/28/2011			
3362	28/07/2011	Low	50	15.22	760.85	Regular Air	4.53	British Columbia	Small Business	Office Supplies	Storage & Organization	Small Box	08/06/2011			
47271	28/07/2011	Medium	44	5.03	221.42	Regular Air	4.62	New Brunswick	Corporate	Technology	Computer Peripherals	Small Pack	7/29/2011			
3362	28/07/2011	Low	40	42.49	1699.52	Regular Air	1.99	British Columbia	Small Business	Technology	Computer Peripherals	Small Pack	08/01/2011			
21089	28/07/2011	Medium	4	139.94	559.75	Delivery Truck	70.2	Ontario	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	7/30/2011			
56838	29/07/2011	Critical	44	98.32	4326.27	Regular Air	7.18	Saskachewan	Corporate	Technology	Computer Peripherals	Small Box	7/30/2011			
46336	29/07/2011	High	31	4.64	143.85	Regular Air	0.71	Alberta	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	7/31/2011			
31237	29/07/2011	Not Specified	13	45.37	589.78	Regular Air	2.99	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	7/29/2011			
23202	30/07/2011	High	48	12.67	608.29	Regular Air	5.81	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Small Pack	08/01/2011			
54279	30/07/2011	High	41	245.64	10071.09	Delivery Truck	17.86	Alberta	Corporate	Technology	Office Machines	Jumbo Drum	7/31/2011			
9574	30/07/2011	Medium	40	10.87	434.62	Regular Air	7.19	Prince Edward Island	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	7/31/2011			
23202	30/07/2011	High	39	7.88	307.42	Regular Air	1.69	Ontario	Small Business	Office Supplies	Paper	Wrap Bag	08/01/2011			
46305	30/07/2011	Low	30	9.99	299.66	Regular Air	5.75	Manitoba	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	08/03/2011			
31812	31/07/2011	High	31	1.24	38.52	Regular Air	0.7	Ontario	Small Business	Office Supplies	Rubber Bands	Wrap Bag	08/02/2011			
33377	31/07/2011	High	20	5.02	100.4	Regular Air	2.04	Northwest Territories	Corporate	Office Supplies	Paper	Wrap Bag	08/02/2011			
33377	31/07/2011	High	19	17.22	327.15	Regular Air	3.26	Northwest Territories	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	08/01/2011			
31812	31/07/2011	High	14	42.40	593.62	Regular Air	19.99	Ontario	Small Business	Office Supplies	Paper	Small Box	08/02/2011			
610	01/08/2011	Critical	38	7.46	283.65	Express Air	5.41	Manitoba	Home Office	Office Supplies	Paper	Small Box	08/03/2011			
25633	01/08/2011	Low	36	142.78	5140.08	Delivery Truck	51.92	British Columbia	Home Office	Furniture	Tables	Jumbo Box	08/06/2011			
5799	02/08/2011	Critical	34	283.14	9626.86	Delivery Truck	42.52	Nova Scotia	Small Business	Office Supplies	Appliances	Jumbo Drum	08/04/2011			
20448	02/08/2011	Critical	23	4.56	104.82	Express Air	2.5	British Columbia	Corporate	Office Supplies	Envelopes	Small Box	08/03/2011			
17345	02/08/2011	Critical	23	8.50	195.61	Regular Air	5.83	Saskachewan	Small Business	Office Supplies	Paper	Wrap Bag	08/04/2011			
16356	02/08/2011	Critical	6	26.32	157.94	Express Air	4.5	Yukon	Corporate	Office Supplies	Appliances	Small Box	08/03/2011			
48512	03/08/2011	Not Specified	48	4.97	238.79	Regular Air	4.72	British Columbia	Consumer	Office Supplies	Paper	Small Box	08/04/2011			
48512	03/08/2011	Not Specified	47	3.15	148.26	Express Air	0.81	British Columbia	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	08/03/2011			
51494	03/08/2011	Critical	42	11.75	493.56	Regular Air	5.99	Nova Scotia	Consumer	Technology	Office Machines	Medium Box	08/05/2011			
56647	03/08/2011	Medium	41	10.18	417.53	Regular Air	12.52	New Brunswick	Home Office	Furniture	Office Furnishings	Small Box	08/04/2011			
35684	03/08/2011	Low	10	91.10	910.98	Regular Air	13.99	Alberta	Corporate	Technology	Office Machines	Medium Box	08/08/2011			
6788	04/08/2011	Not Specified	41	3.12	127.84	Express Air	0.96	Yukon	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	08/06/2011			
14113	04/08/2011	High	22	373.55	8218.16	Delivery Truck	85.63	Quebec	Home Office	Furniture	Tables	Jumbo Box	08/06/2011			
14401	04/08/2011	Not Specified	10	93.11	931.1495	Regular Air	2.5	Quebec	Small Business	Technology	Telephones and Communication	Small Box	08/06/2011			
6788	04/08/2011	Not Specified	6	1.86	11.15	Regular Air	0.75	Yukon	Small Business	Office Supplies	Rubber Bands	Wrap Bag	08/05/2011			
35782	05/08/2011	Low	42	153.03	6427.18	Regular Air	19.99	Manitoba	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	08/12/2011			
38787	05/08/2011	Low	22	3.59	79.04	Regular Air	5	Alberta	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	08/05/2011			
35782	05/08/2011	Low	13	102.36	1330.73	Delivery Truck	41.64	Manitoba	Corporate	Furniture	Tables	Jumbo Box	08/10/2011			
30144	06/08/2011	Low	25	220.14	5503.39	Delivery Truck	69.64	Ontario	Small Business	Furniture	Tables	Jumbo Box	08/11/2011			
36196	06/08/2011	Not Specified	7	5.57	39.01	Regular Air	4.32	British Columbia	Consumer	Technology	Computer Peripherals	Small Pack	08/08/2011			
36196	06/08/2011	Not Specified	6	10.34	62.03	Regular Air	6.02	Newfoundland	Consumer	Furniture	Office Furnishings	Medium Box	08/07/2011			
28324	07/08/2011	High	48	8.04	385.99	Regular Air	3.5	Ontario	Small Business	Office Supplies	Appliances	Small Box	08/09/2011			
21378	07/08/2011	Medium	34	27.56	937.04	Regular Air	1.49	Prince Edward Island	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	08/08/2011			
6374	07/08/2011	Critical	29	29.57	857.42	Express Air	3.6	British Columbia	Corporate	Technology	Computer Peripherals	Small Pack	08/08/2011			
7110	07/08/2011	Low	22	290.74	6396.2	Regular Air	24.49	Nunavut	Corporate	Furniture	Chairs & Chairmats	Large Box	08/11/2011			
21378	07/08/2011	Medium	17	95.10	1616.64	Regular Air	19.99	Prince Edward Island	Corporate	Technology	Computer Peripherals	Small Box	08/10/2011			
6374	07/08/2011	Critical	1	2.24	2.24	Regular Air	0.7	British Columbia	Corporate	Office Supplies	Rubber Bands	Wrap Bag	08/09/2011			
19811	08/08/2011	Low	49	9.20	450.66	Express Air	6.14	Quebec	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	Small Pack	8/13/2011			
53956	08/08/2011	High	43	41.39	1779.87	Regular Air	17.48	Manitoba	Consumer	Office Supplies	Paper	Small Box	08/09/2011			
9700	08/08/2011	Critical	35	3.03	106.06	Regular Air	1.92	Manitoba	Consumer	Office Supplies	"Scissors, Rulers and Trimmers"	Wrap Bag	08/09/2011			
23427	08/08/2011	Low	30	14.76	442.76	Regular Air	8.4	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/15/2011			
23427	08/08/2011	Low	22	122.04	2684.98	Regular Air	9.07	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/17/2011			
26370	08/08/2011	Not Specified	20	33.01	660.27	Express Air	5.49	Northwest Territories	Home Office	Office Supplies	Storage & Organization	Small Box	08/10/2011			
26370	08/08/2011	Not Specified	12	22.52	270.23	Regular Air	5.47	Northwest Territories	Home Office	Office Supplies	Paper	Small Box	08/10/2011			
1440	09/08/2011	Low	41	17.71	726.22	Regular Air	8.99	Manitoba	Small Business	Furniture	Office Furnishings	Small Pack	08/11/2011			
23558	09/08/2011	Low	17	34.10	579.71	Delivery Truck	45.51	Ontario	Home Office	Furniture	Tables	Jumbo Box	8/14/2011			
24583	09/08/2011	Critical	17	2.49	42.29	Regular Air	6.05	Alberta	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	08/12/2011			
23558	09/08/2011	Low	4	6.46	25.82	Regular Air	4.72	Ontario	Home Office	Office Supplies	Paper	Small Box	08/11/2011			
15972	09/08/2011	Not Specified	3	3.44	10.33	Regular Air	1.58	Ontario	Small Business	Office Supplies	Rubber Bands	Wrap Bag	08/09/2011			
15972	09/08/2011	Not Specified	2	7.20	14.39	Regular Air	3.37	Ontario	Small Business	Office Supplies	Rubber Bands	Wrap Bag	08/10/2011			
39683	10/08/2011	High	41	204.56	8387.1	Regular Air	18.06	Northwest Territories	Corporate	Furniture	Chairs & Chairmats	Large Box	08/11/2011			
39683	10/08/2011	High	31	19.86	615.58	Regular Air	5.23	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/13/2011			
39683	10/08/2011	High	30	2.27	68.14	Regular Air	0.78	Northwest Territories	Corporate	Office Supplies	Rubber Bands	Wrap Bag	08/12/2011			
24387	10/08/2011	Critical	23	43.62	1003.31	Regular Air	14.45	Northwest Territories	Small Business	Furniture	Office Furnishings	Large Box	08/11/2011			
52288	10/08/2011	High	19	74.23	1410.44	Regular Air	19.99	British Columbia	Home Office	Furniture	Office Furnishings	Small Box	08/11/2011			
24387	10/08/2011	Critical	17	355.78	6048.18	Delivery Truck	60	Northwest Territories	Small Business	Furniture	Tables	Jumbo Drum	08/10/2011			
39683	10/08/2011	High	6	21.00	126.02	Regular Air	6.67	Northwest Territories	Corporate	Furniture	Office Furnishings	Small Pack	08/11/2011			
17958	11/08/2011	Low	33	31.93	1053.74	Regular Air	7.09	Quebec	Home Office	Furniture	Office Furnishings	Small Box	8/15/2011			
6304	11/08/2011	High	30	6.64	199.11	Regular Air	6.65	Alberta	Corporate	Office Supplies	Paper	Small Box	8/13/2011			
54051	11/08/2011	Medium	28	4.53	126.95	Express Air	0.99	Alberta	Corporate	Office Supplies	Labels	Small Box	08/12/2011			
54051	11/08/2011	Medium	23	143.54	3301.33	Delivery Truck	36.09	Alberta	Corporate	Furniture	Bookcases	Jumbo Box	8/13/2011			
31620	11/08/2011	Critical	20	55.42	1108.366	Regular Air	2.5	Saskachewan	Home Office	Technology	Telephones and Communication	Small Box	8/13/2011			
6754	11/08/2011	High	13	183.74	2388.636	Regular Air	5.26	Ontario	Corporate	Technology	Telephones and Communication	Small Box	8/13/2011			
27553	12/08/2011	Medium	48	379.91	18235.47	Delivery Truck	99	Northwest Territories	Corporate	Office Supplies	Storage & Organization	Jumbo Drum	8/14/2011			
6465	12/08/2011	Low	36	6.67	240.14	Express Air	2	Nova Scotia	Small Business	Office Supplies	Paper	Wrap Bag	8/19/2011			
27553	12/08/2011	Medium	16	164.44	2631.107	Regular Air	13.99	Northwest Territories	Corporate	Technology	Telephones and Communication	Medium Box	8/14/2011			
9763	13/08/2011	Medium	44	4.01	176.26	Regular Air	0.5	Northwest Territories	Corporate	Office Supplies	Labels	Small Box	8/16/2011			
49220	13/08/2011	Critical	13	31.54	409.97	Regular Air	3.5	Manitoba	Corporate	Office Supplies	Appliances	Small Box	8/14/2011			
31846	13/08/2011	Critical	7	37.31	261.17	Delivery Truck	19.19	Quebec	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	8/15/2011			
56580	14/08/2011	Not Specified	44	21.60	950.3	Delivery Truck	53.03	Ontario	Consumer	Office Supplies	Storage & Organization	Jumbo Drum	8/16/2011			
56580	14/08/2011	Not Specified	29	280.09	8122.53	Delivery Truck	61.76	Ontario	Consumer	Furniture	Tables	Jumbo Box	8/16/2011			
17379	14/08/2011	Critical	29	110.98	3218.42	Delivery Truck	58.72	Ontario	Consumer	Furniture	Bookcases	Jumbo Box	8/16/2011			
56580	14/08/2011	Not Specified	9	8.12	73.05	Regular Air	4.82	Ontario	Consumer	Office Supplies	Paper	Small Box	8/14/2011			
47810	14/08/2011	Critical	3	6.52	19.57	Regular Air	1.2	New Brunswick	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	8/15/2011			
1414	15/08/2011	Critical	44	102.98	4530.96	Delivery Truck	41.64	British Columbia	Small Business	Furniture	Tables	Jumbo Box	8/15/2011			
54659	15/08/2011	High	38	6.92	262.9	Regular Air	5.2	Quebec	Corporate	Office Supplies	Paper	Small Box	8/15/2011			
28674	15/08/2011	High	26	6.23	161.96	Regular Air	5.67	Saskachewan	Home Office	Office Supplies	Paper	Small Box	8/16/2011			
9927	16/08/2011	High	44	229.26	10087.6	Regular Air	18.06	Northwest Territories	Corporate	Furniture	Chairs & Chairmats	Large Box	8/17/2011			
9927	16/08/2011	High	34	47.30	1608.08	Express Air	6.5	Northwest Territories	Corporate	Technology	Computer Peripherals	Small Box	8/17/2011			
9927	16/08/2011	High	32	145.47	4655.07	Delivery Truck	53.48	Northwest Territories	Corporate	Furniture	Bookcases	Jumbo Box	8/17/2011			
49409	16/08/2011	High	28	52.06	1457.78	Regular Air	19.99	Manitoba	Consumer	Technology	Computer Peripherals	Small Box	8/17/2011			
14247	16/08/2011	Critical	4	3.69	14.75	Regular Air	1.35	Ontario	Home Office	Office Supplies	Rubber Bands	Wrap Bag	8/18/2011			
13381	17/08/2011	Medium	41	261.34	10714.78	Delivery Truck	66.67	Quebec	Consumer	Furniture	Tables	Jumbo Box	8/17/2011			
38466	17/08/2011	Critical	37	3.01	111.37	Regular Air	0.5	Ontario	Corporate	Office Supplies	Labels	Small Box	8/19/2011			
38466	17/08/2011	Critical	22	6.19	136.18	Regular Air	5.46	Ontario	Corporate	Office Supplies	Paper	Small Box	8/18/2011			
38466	17/08/2011	Critical	15	7.03	105.48	Regular Air	7.37	Ontario	Corporate	Office Supplies	Paper	Small Box	8/18/2011			
17253	17/08/2011	Critical	13	3.86	50.19	Regular Air	6.83	Alberta	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/19/2011			
42373	17/08/2011	Not Specified	11	11.57	127.32	Express Air	2.99	New Brunswick	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	8/18/2011			
47459	17/08/2011	Not Specified	10	19.72	197.21	Regular Air	1.49	Ontario	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	8/18/2011			
8768	18/08/2011	High	44	55.06	2422.4405	Regular Air	5.31	Alberta	Small Business	Technology	Telephones and Communication	Small Box	8/19/2011			
43424	18/08/2011	Not Specified	34	22.72	772.56	Express Air	4.5	Ontario	Home Office	Office Supplies	Appliances	Small Box	8/20/2011			
33604	18/08/2011	High	10	5.96	59.62	Regular Air	7.78	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/20/2011			
16967	19/08/2011	Low	34	19.89	676.26	Regular Air	5.77	Nova Scotia	Corporate	Office Supplies	Paper	Small Box	8/19/2011			
1639	19/08/2011	Not Specified	24	6.80	163.14	Regular Air	6.18	Ontario	Home Office	Office Supplies	Paper	Small Box	8/20/2011			
10791	19/08/2011	Not Specified	20	20.03	400.57	Regular Air	5.77	Northwest Territories	Small Business	Office Supplies	Paper	Small Box	8/21/2011			
16967	19/08/2011	Low	5	79.51	397.55	Regular Air	6.13	Nova Scotia	Corporate	Technology	Computer Peripherals	Small Box	8/21/2011			
24899	20/08/2011	Not Specified	37	6.84	252.99	Regular Air	2.35	Manitoba	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	8/22/2011			
6502	20/08/2011	Medium	30	10.23	306.92	Regular Air	5.12	Ontario	Home Office	Office Supplies	Paper	Small Box	8/23/2011			
448	20/08/2011	Medium	22	52.84	1162.4005	Regular Air	19.99	Yukon	Corporate	Technology	Telephones and Communication	Small Box	8/22/2011			
51008	20/08/2011	High	20	13.48	269.66	Regular Air	4.59	Quebec	Consumer	Office Supplies	"Scissors, Rulers and Trimmers"	Wrap Bag	8/22/2011			
6502	20/08/2011	Medium	16	7.26	116.11	Express Air	5.83	Ontario	Home Office	Office Supplies	Paper	Wrap Bag	8/20/2011			
8901	20/08/2011	Low	15	11.26	168.9	Express Air	6.24	Yukon	Consumer	Technology	Office Machines	Medium Box	8/27/2011			
31648	20/08/2011	High	10	7.40	74.04	Regular Air	7.3	Saskachewan	Home Office	Office Supplies	Paper	Small Box	8/22/2011			
31648	20/08/2011	High	8	8.62	68.94	Regular Air	2.38	Saskachewan	Home Office	Technology	Computer Peripherals	Small Pack	8/20/2011			
36133	20/08/2011	Medium	6	21.43	128.56	Regular Air	8.68	Ontario	Consumer	Office Supplies	Paper	Small Box	8/21/2011			
46531	21/08/2011	Low	39	107.97	4211	Regular Air	69	Nova Scotia	Consumer	Furniture	Tables	Large Box	8/28/2011			
17445	21/08/2011	Not Specified	33	7.56	249.48	Regular Air	2.38	Alberta	Small Business	Technology	Computer Peripherals	Small Pack	8/24/2011			
1095	21/08/2011	Medium	28	5.08	142.18	Regular Air	4.72	Yukon	Consumer	Office Supplies	Paper	Small Box	8/23/2011			
45381	21/08/2011	Medium	26	6.31	164.1	Express Air	5.01	Nova Scotia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	8/22/2011			
2882	21/08/2011	High	23	168.39	3872.87	Delivery Truck	30	Alberta	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	8/23/2011			
45381	21/08/2011	Medium	23	57.26	1316.87	Express Air	5.5	Nova Scotia	Small Business	Technology	Computer Peripherals	Small Box	8/23/2011			
46531	21/08/2011	Low	23	3.67	84.47	Regular Air	1.49	Quebec	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	8/21/2011			
46531	21/08/2011	Low	17	180.27	3064.658	Regular Air	2.79	Quebec	Consumer	Technology	Telephones and Communication	Small Box	8/26/2011			
2882	21/08/2011	High	9	39.64	356.72	Regular Air	1.99	Alberta	Consumer	Technology	Computer Peripherals	Small Pack	8/22/2011			
46531	21/08/2011	Low	2	9.67	19.34	Regular Air	6.05	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	8/30/2011			
45381	21/08/2011	Medium	1	11.81	11.81	Regular Air	5.57	Nova Scotia	Small Business	Furniture	Office Furnishings	Small Box	8/23/2011			
58598	22/08/2011	Medium	50	272.18	13608.83	Delivery Truck	64.73	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	8/23/2011			
58598	22/08/2011	Medium	25	3.57	89.32	Regular Air	0.7	Ontario	Home Office	Office Supplies	Rubber Bands	Wrap Bag	8/23/2011			
58566	23/08/2011	Not Specified	45	104.02	4680.89	Regular Air	10.12	Alberta	Consumer	Furniture	Office Furnishings	Large Box	8/24/2011			
43302	23/08/2011	Low	43	16.76	720.613	Regular Air	0.99	Nova Scotia	Corporate	Technology	Telephones and Communication	Wrap Bag	09/01/2011			
58566	23/08/2011	Not Specified	42	57.50	2414.9945	Express Air	4.99	Alberta	Consumer	Technology	Telephones and Communication	Small Box	8/25/2011			
43302	23/08/2011	Low	39	176.63	6888.6635	Regular Air	5	Nova Scotia	Corporate	Technology	Telephones and Communication	Small Box	8/30/2011			
53189	23/08/2011	Critical	29	7.39	214.19	Express Air	5.94	British Columbia	Corporate	Office Supplies	Paper	Small Box	8/23/2011			
28545	23/08/2011	High	15	353.08	5296.19	Regular Air	19.99	Saskachewan	Home Office	Office Supplies	Appliances	Small Box	8/24/2011			
43302	23/08/2011	Low	4	2.22	8.87	Regular Air	1.63	Newfoundland	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	09/01/2011			
55202	24/08/2011	Low	49	129.30	6335.8575	Regular Air	8.99	Ontario	Small Business	Technology	Telephones and Communication	Small Box	8/31/2011			
51302	24/08/2011	Not Specified	44	3.81	167.55	Regular Air	7.5	Manitoba	Consumer	Office Supplies	Labels	Small Box	8/26/2011			
55202	24/08/2011	Low	33	93.75	3093.76	Express Air	35	Quebec	Small Business	Office Supplies	Storage & Organization	Large Box	8/26/2011			
49319	25/08/2011	Low	40	7.23	289.19	Regular Air	6.15	Saskachewan	Corporate	Office Supplies	Paper	Small Box	8/27/2011			
45861	25/08/2011	Medium	39	17.46	680.8585	Regular Air	0.99	Northwest Territories	Small Business	Technology	Telephones and Communication	Wrap Bag	8/25/2011			
